"id","liking","sweetness","sour","umami","intensity","Soluble solids","citric","malic acid","glucose","fructose","glutamic acid","1-nitro-2-phenylethane","1-nitro-3-methylbutane","1-octen-3-one","1-pentanol","1-penten-3-ol","1-penten-3-one","2,5-dimethyl-4-hydroxy-3(2H)-furanone","2-butylacetate","2-ethylfuran","2-isobutylthiazole","2-methyl-1-butanol","2-methyl-2-butenal","2-methylbutyl acetate","2-methylbutyraldehyde","2-phenyl ethanol","3-methyl-1-butanol","3-methyl-1-pentanol","3-methyl-2-butenal","3-pentanone","4-carene","6-methyl-5-hepten-2-ol","6-methyl-5-hepten-2-one","b-cyclocitral","b-damascenone","benzaldehyde","benzothiazole","benzyl alcohol","benzyl cyanide","b-ionone","butyl acetate","cis-2-penten-1-ol","cis-3-hexen-1-ol","cis-3-hexenal","cis-3-hexenyl acetate","cis-4-decenal","eugenol","geranial","geranylacetone","guaiacol","heptaldehyde","hexanal","hexyl acetate","hexyl alcohol","isobutyl acetate","isopentyl acetate","isovaleraldehyde","isovaleric acid","isovaleronitrile","methional","methylsalicylate","neral","nonyl aldehyde","p-anisaldehyde","phenylacetaldehyde","prenyl acetate","propyl acetate","salicylaldehyde","trans,trans-2,4-decadienal","trans-2-heptenal","trans-2-hexenal","trans-2-pentenal","trans-3-hexen-1-ol"
"150",1.20006947257693,0.894203740481508,-0.411050548939392,0.74263707377384,0.546570693784208,-0.167101306690624,-1.07870413230249,-0.989930961437924,0.494825798016145,0.051702200990122,-0.413187519672464,0.594921052133523,-0.538687917343055,-0.615019564628976,0.532734536276407,2.13218986980359,0.938023020991823,-0.578297657808793,1.03034439603251,-0.366916005382405,-0.032431686128415,0.964394080226562,1.16110607751026,0.057086743754831,0.347823815446935,-0.344119542811199,-0.675754156442852,-0.919289185051649,-0.337531203817505,2.24376574773507,-0.59272456685941,-0.46022383622046,0.237940934647011,-0.229319061811487,0.008072206543756,-0.555271595477277,1.53066941433099,-0.512458954710821,0.204825971716253,-0.687263672879922,-0.274715642854803,-0.484983909892537,1.18558588689686,-0.486155174154542,-0.235096376096897,-0.475510833493031,-0.599447691247244,-0.365529347508726,-0.389203913174529,-0.604746334139433,-0.497156418297959,-1.12649773409967,-0.970270745002652,-0.638847207765763,0.526610817555286,-0.605900846778789,-0.588772401322984,0.58601879894574,-0.555372146412298,-0.426366564561601,-0.58350221725998,-0.046417143184314,-0.861039270162264,-0.501019775436372,0.9766592115222,-0.273483458211433,0.856820271712944,-0.55865286487855,-0.431420464331219,-0.847403157285028,-0.608391221168864,0.880452443594129,-0.403494513453025
"161",0.409549148193286,0.629537317989842,-0.769417476050596,-0.218145160762221,-0.380479655167591,1.59540892069415,-1.04116970031854,-0.99753599887024,1.52282866454486,0.924511183883003,2.96184775836777,1.00413313126111,-0.341398929092372,-0.478667941886415,-1.15602796440619,-2.04628915709703,-0.51823266525054,0.433628420532844,-0.68339503836085,-0.257647104922809,0.906399056234411,-1.07806419145496,-1.02417587320114,-0.954252228108303,0.050243102927108,-0.330303963197004,-0.831247328909672,-1.02844272152906,-1.12669754711539,-1.3905749361393,-0.512743159954011,0.815483013328,-0.444944773562672,-1.01400021591017,-0.186295219433363,-0.448589837376801,1.04406394863836,0.908770286804702,0.851079586938897,-0.934968551936727,-1.20224343822647,-1.57773914312051,-1.43565907667536,-1.11837376256243,-1.29840536836542,-0.245774034706675,-0.805678227761573,-0.351473037341718,-0.412043180594787,-0.785827772964343,-0.178353712877091,-1.28523915590843,-1.22394361020474,-0.970474695193916,-1.06997449851153,-0.710444167191966,-0.653399391165159,-0.369157844919614,0.014172647497252,-0.552830014336891,-0.777150061348617,0.676668511491168,0.068601071572162,-0.61810451825497,-0.319211546708401,-0.517962038267763,-0.999198985745665,-1.21408304036531,0.82077017979034,-0.355983403367568,-0.835156708731584,-1.19023551706938,-1.26145600174059
"176",0.659480864687823,1.55186297214753,0.285711226274714,1.41633278349888,1.00132714322625,1.01329651919533,-0.497979657135379,-0.764431403243699,1.36935044551,0.928767470266942,0.793105725273581,1.53181700528491,-0.454034832484747,0.751942371674604,-0.715040237370651,-1.49035590626382,0.659332579689377,2.44455320361062,0.175854138093702,12.6002092724418,-0.676487848939253,-1.07524677446641,-1.01412033583095,-0.92664977472107,0.79532452380026,-0.350978686211204,-0.847932974923006,-0.819578421146174,-0.875429961395546,0.499596102423599,5.51600610427211,-0.700025304860682,-0.35590272796373,-0.989807049661826,-0.373092442173133,-0.448589837376801,-0.212850538390588,0.094289500394621,0.686521220870797,-1.01809099457324,-0.971067859208331,0.064186765468124,-1.12098405193634,-0.959034454359231,-0.282919013501935,0.850360003847369,-0.736312997601286,-0.086259637964219,-0.748004589558194,-0.669648372143462,-0.160585857555277,-0.80862260111452,-0.354742965073699,-0.82663515221415,-0.840853947780965,-0.617229958318763,-0.481190532175409,-0.081198934727895,-0.451589720360202,1.51264578006278,-0.545965076260077,-0.462561644423388,-0.551986606488203,0.252773734114767,-0.357921988763324,-0.299025996426273,-0.327491544200494,-1.01037513811612,4.12906778645232,1.70242186885078,-0.556702839133059,0.538281961606564,-1.0675116133173
"205",0.698853669341072,0.411375980589547,-0.22446089353093,1.83247287360217,1.02161468186499,0.091618550155528,0.425443416275989,-0.327360286443936,0.57126370652872,0.149867062006099,1.66695782652033,-0.497736356345094,-0.731040571641577,-0.724790004598618,-1.68640509557056,-1.9298079045415,-0.643505563648403,-0.954867263020857,-0.551202857367842,-0.71522206497137,-0.975477597694278,-1.18606517601616,-1.11341876736157,-0.992298853047462,1.44907338340509,-0.359491807452346,-0.978516291549094,-1.04248401903379,-1.26629065029308,-1.27192783631608,-0.392168174669488,-1.09738419316625,-1.60249136634891,-1.61882937211868,-0.284609547191137,-0.99712489772515,-1.02086699433777,-0.024902809811733,-0.366652321965047,-1.26745832248277,-1.15729263119517,-1.55989212237498,-1.70516543757624,-1.15062790131387,-2.04309536193198,-1.79325738325356,-0.796429530406868,-1.27971993516297,-0.815196871350876,-0.796389536675332,-0.554439983855487,-1.31776788220001,-1.32423599233525,-1.15985137992104,-1.07913932054075,-0.72478481471092,-0.49317027888774,-0.284464047804403,-0.667403961731505,0.714621041317455,-0.752814799760349,-1.27629747007664,-1.43854043228872,-0.521340267991666,-0.706315967257631,-0.590940718881593,-0.90760251644405,-1.24803435740684,-0.83337862354065,-1.18914744212261,-0.908595091922404,-1.41817188788379,-1.37459022832085
"246",-1.51061117891351,-0.346831867472351,0.634744322557655,-0.649326458941531,-0.60199703539298,-0.393475117760158,-0.707553239596306,-0.150317346065579,0.062383649585781,-0.165400326738648,-0.252204102347786,0.027471462577518,0.726219171492449,0.19644487613316,-0.540462731107055,-0.015560294646318,-0.100673040310781,-0.413736979726928,1.00126211621404,0.373119977504133,-0.113727585069316,0.458247935650025,0.577379619286393,1.66771227926747,0.415381068924041,-0.320294964937776,0.588976822715665,2.63986380320393,-0.690701754857066,-0.723990981656666,0.863017422142389,-0.012132382873087,0.417089078289802,0.317059404741037,0.267523717496522,2.76074335581902,3.28352644609907,-0.425686952880596,-0.181688718504502,0.308958802118672,-0.246974573372626,1.21794311560431,0.010477426609845,0.937244111265747,0.920594794828075,0.283594227442072,-0.803165664980211,0.180942861908612,-0.281109856937866,-0.750044517511511,0.320336682440262,1.80872852387584,0.925723308380503,-0.017061389994056,0.739628775980508,1.52978008498148,1.25319377025395,0.333123120759719,0.127326476652976,-0.210571286678526,-0.728029335832699,1.58886637204847,1.98710355060449,-0.543596045552226,1.11710069529746,-0.201234564403741,-0.085005157802687,-1.05463067987976,-0.337133982541353,0.026977996563722,0.022722944309877,-0.307418958207603,0.088057539005827
"298",0.727321918966443,1.02028371339295,1.69526461660364,1.6924392264144,1.27556958220275,-0.199437650593884,0.414275428988143,-0.031084345402604,-0.012907009239509,0.112315975383797,-0.414967000315003,1.25140038248636,0.273363247603888,-0.371358722543894,0.738091794028362,0.562462037353331,-0.209769031762201,-0.435521998210271,-0.483586556789919,0.249483223299012,1.25570115839759,3.17322082508214,4.72004733563555,4.43392571602042,3.98514787493476,1.01805282538207,0.588121501991764,-0.003024316380395,1.00102706255339,1.38302195131071,-0.252703108357058,0.902809559711433,2.7827759541716,1.1537316731074,0.502691589493117,3.92418621881787,2.83355105974271,0.155892059386271,0.7993753483203,0.199237177838476,2.43703811446659,-0.032579781014132,-0.153542036763454,-0.491885208816085,0.711594163179105,0.398559344544535,0.303071025616048,2.1130224763737,0.912579354276884,-0.597638267161937,-0.02387701740002,-0.455177129142982,0.677332508637285,-0.125974668065368,2.3886735333426,0.816428475230294,0.970791457333341,0.204896711927289,0.053211902231025,-0.225076559871015,-0.358632232553596,1.42807217289938,0.778198753742899,2.94959338895305,1.8565475594306,0.818642497174532,3.54801613626367,-0.202910964917385,-0.285855369638092,-0.313246989144368,-0.532847604326574,-0.602881478875783,0.519082780244241
"319",-0.229625538825414,0.387875036521079,0.726140498338746,1.22094749059135,0.349195484538913,-0.425811461663417,0.432765618058098,-0.236653460670759,-0.053448280797567,0.088165806441327,-0.523578872389962,-0.770129478187329,-0.761203418794209,0.04901776056855,-0.73978322443351,-0.107882276501353,-0.024640742509838,-0.297917288053949,-0.352055336701875,-0.374237204743182,-0.672117322317746,-0.156039125198137,-0.078700201142509,0.197374348064807,0.041715525890791,-0.353994763450923,-0.102823119328805,-0.978631218631021,2.12451888796184,0.950328252093372,-0.263554857032665,0.0457156785407,-1.09160817762271,-0.284552060356449,-0.102728040839255,-0.666940035944556,-0.341235375279973,-0.624142149374174,-0.443797283977772,-0.008153316539621,-0.504799559416468,-0.464388447952197,-0.529274555656741,-0.357569511265891,0.072135635612535,0.221243544190204,-0.821539743724892,-1.01874995017551,-0.594665694118041,-0.787253611065326,-0.42409795852388,-0.17288170483169,0.079088449228822,-0.296571980098239,3.14428561518592,-0.03650543703871,0.018638193700643,-0.143872344593152,-0.845336197183735,-0.503728021588207,-0.72008387292413,-0.226090013488552,1.0857442759131,-0.189438889588533,-0.48322768969511,-0.431117408337306,1.11396209319901,-1.17026886572322,0.071440771881402,-0.417441503638087,-0.582522550689898,0.061496057955521,-1.21998422668275
"336",0.168176737058151,0.266655093403212,-0.285333703280467,1.57175860028445,0.212367307275445,0.256550397246861,0.132120792957084,-0.502188733163842,0.976062509233168,0.477601113569405,1.06717752066461,0.449388545748907,-0.393787721367895,-0.478667941886415,-0.983208449757128,-1.63331017076379,-0.534935718370255,-0.332438163496784,-0.02243413339581,-0.623707072961658,-0.336460291531577,-1.10154266635957,-1.09079380827864,-0.93410989725816,0.776096616164824,-0.353411006565816,-0.837051031870832,-0.993339477767227,-1.12204444367614,-0.862799905891216,1.25568995755232,-1.06042057564945,-0.81446926279828,-0.844648052171782,-0.363261009397356,-0.693768387077957,-0.500145278282918,1.10742413714862,0.061199429812015,-0.934968551936727,-1.04812638554771,-1.31003383193758,-1.30015308516095,-1.09114122625134,-1.14946736965211,-0.84757311469713,-0.677737914354821,-0.749293136407967,-0.693029086273273,-0.722457190698408,0.002286149561351,-1.11145797142683,-0.789343287639221,-0.794831434168373,-1.02415038836542,-0.700883735512663,-0.386850026815807,-0.233647769535276,-0.348086971947435,0.432965251172045,-0.631138491819013,0.188427016099215,-0.995263519388463,-0.61810451825497,-0.512763756983016,-0.481472697960848,-0.846538203576308,-1.06130211367842,-0.006304221875155,-0.4049930527061,-0.841276573997486,-1.09526202923004,-1.22913193700338
"349",0.767328112216288,0.422176046797483,0.697327368390632,1.79737672142479,0.877347740433984,-0.616618205001373,0.219031199866389,-0.123393765270714,0.118502960375878,-0.188507705517054,1.71065043158266,1.13943668870311,-0.393132861464451,-0.232545879174211,-1.17390584523196,-1.42152607520828,-0.643505563648403,-0.715471455511598,-0.51815481211959,-0.577949576956801,-0.031607998683316,-1.00481134975259,-0.936189921211973,-0.828176157231483,0.857815223615427,-0.357059487097734,-0.680713783354598,-0.933663963372118,-1.12204444367614,-1.08782026762489,1.33607328107533,-0.838638870548671,-1.20180216115368,-1.35270454338693,-0.343598143845801,-0.797657603053023,-0.55401304201273,1.90203953852431,0.258669469093735,-1.14277465852801,-0.675676841574042,-1.38142191491969,-1.15812273109214,-0.898195809408918,-1.42026373094904,-1.38489372183146,-0.626870078903944,-1.01450653578547,-0.796871703589236,-0.711895426987418,0.16515815667798,-0.370899088625748,-0.488466141247706,-0.604731937667477,-0.78586501560563,-0.631570605837717,-0.165973446807216,0.443902607386415,-0.079420263301527,0.151309461026635,-0.326947721965672,-0.625308809554039,-1.08391890196852,-0.521340267991666,-0.280501104653478,-0.590940718881593,-0.785473890708565,-1.14618040628225,-0.83337862354065,-0.4049930527061,-0.804557382402076,-0.848330960847767,-1.18064583989755
"384",0.941937941548088,1.33802166123041,0.213243595620503,0.33837953805061,0.836772663156513,3.39025549198219,0.957769658595484,-0.706155254337064,3.310849916301,2.87389034772708,6.92198659901779,1.43710451507551,-0.325682291409715,0.5058203089624,-0.375360501681114,-1.36858005131941,0.074725720499347,0.720903389543955,-0.617298947864346,1.66416772728115,1.99976352962289,-0.853609971366918,-0.851974795736632,-0.930379835989615,0.848201269797709,-0.323007002133168,-0.445663813427639,-0.775699366443888,-0.894042375152572,0.078194334085983,0.090131766468601,1.15739647535837,0.766027046582934,-0.530136890943354,-0.146969488330253,0.08747851705454,0.218091571447907,1.4252702976989,1.54222472442492,-0.269989010844633,-1.10592028030225,-1.02448150000912,-0.797275294429687,-1.03377907529819,-0.95990991674426,-0.159802737565181,-0.767141988783636,0.57677386047953,-0.039431436108098,-0.796389536675332,-0.009559087319858,-1.07150420978609,-1.19051281616124,-0.692914974067132,-1.05164485445309,-0.667422224635103,-0.393588634341493,-0.165892731843107,0.463418619331392,-0.365059487573284,-0.764982430554483,0.351174181229866,0.42322260189237,-0.424576017728362,-0.241790662598555,0.029378066335961,-0.877070360010179,-1.19710738184455,0.82077017979034,0.575199934064541,-0.703579605514698,0.234366800520683,-1.18064583989755
