sequencingID,liking,sweetness,sour,umami,intensity,Soluble solids,citric,malic acid,glucose,fructose,glutamic acid,1-nitro-2-phenylethane,1-nitro-3-methylbutane,1-octen-3-one,1-pentanol,1-penten-3-ol,1-penten-3-one,"2,5-dimethyl-4-hydroxy-3(2H)-furanone",2-butylacetate,2-ethylfuran,2-isobutylthiazole,2-methyl-1-butanol,2-methyl-2-butenal,2-methylbutyl acetate,2-methylbutyraldehyde,2-phenyl ethanol,3-methyl-1-butanol,3-methyl-1-pentanol,3-methyl-2-butenal,3-pentanone,4-carene,6-methyl-5-hepten-2-ol,6-methyl-5-hepten-2-one,b-cyclocitral,b-damascenone,benzaldehyde,benzothiazole,benzyl alcohol,benzyl cyanide,b-ionone,butyl acetate,cis-2-penten-1-ol,cis-3-hexen-1-ol,cis-3-hexenal,cis-3-hexenyl acetate,cis-4-decenal,eugenol,geranial,geranylacetone,guaiacol,heptaldehyde,hexanal,hexyl acetate,hexyl alcohol,isobutyl acetate,isopentyl acetate,isovaleraldehyde,isovaleric acid,isovaleronitrile,methional,methylsalicylate,neral,nonyl aldehyde,p-anisaldehyde,phenylacetaldehyde,prenyl acetate,propyl acetate,salicylaldehyde,"trans,trans-2,4-decadienal",trans-2-heptenal,trans-2-hexenal,trans-2-pentenal,trans-3-hexen-1-ol
TS-501,-0.324839251643402,-0.093961752495906,-0.687334628555703,-0.465897091427051,-0.112673149290346,-0.199437650593884,-0.717542790208406,0.86324491809282,0.136077981454889,0.174879311961632,-0.314566353786838,-0.266508903471062,-0.714026172876159,-0.285661309242688,-0.055753591717138,-0.923791651884819,-0.621701032309064,0.295377844427443,-0.191596409112606,-0.572334308562077,-0.70308820006522,-1.04464836442531,-0.928462471014788,-0.821914659296538,-0.81833356086919,-0.141109740724158,-0.421467873264548,-0.610632811119768,-0.361550314381292,-1.06361176376326,-0.721002485078834,0.102278782959656,-0.580836119602349,-0.679971435549386,-0.379349165991638,0.515259759457754,-1.01621312480217,-0.347570726415634,-0.176193147058295,-0.824951676740286,-0.393946419147374,-0.948955877958297,-0.58424708099219,-0.679949155283309,-0.414283959915152,-0.001307214767635,-0.821938544471928,-0.405254906743293,-0.270095128804531,-0.779962773822988,-0.474853915793583,-0.687682259494417,-0.868221270424936,-0.458317778181387,-0.970977621477147,-0.45021792882471,-0.502237862008542,-0.567986646086948,-0.670927107860686,-0.375369713707662,-0.776300045262495,0.501694558712164,-0.64726594690203,-0.024340596667536,-0.299966069784166,-0.435322585871636,-0.786525720444496,-0.167853766903953,-0.4431305972472,-0.489299706348419,-0.540865643722539,-0.684532777248009,-0.08480474529596
TS-502,0.620108060034574,0.870823502273007,-0.464712403329167,-0.006388545693559,0.873502390768637,1.0618058859869,0.877305902819762,-0.581918188578352,1.41957143870132,1.77327046960165,-0.552749588345605,1.43008686617736,1.57284020803629,0.4317504156577,1.74351137821393,2.07826006272782,1.30816543078786,1.47125265728779,-0.69221781220949,-0.186899829685841,0.929644986847436,1.37669387463525,0.383037086913159,-0.302304689309967,-0.454477396415702,-0.291104087578952,0.268993948888625,-0.725275136425991,-0.02570068032057,2.27235517792884,0.854390040795311,-0.419948842269325,-1.5570585440983,-1.03586967692669,-0.348464014869517,-0.691129698648054,-0.498169893519182,0.129010399146197,0.343368308468949,-0.157664864446709,-0.497632172499958,1.17562319633008,1.19983942990365,1.33142089413607,-0.137604971465352,1.4661411031226,-0.40423517721796,-1.60704905763336,-0.785126360179828,3.14006446256443,1.43147322915414,1.35681703639442,-0.14935794330065,0.614774549410907,-0.026238464935886,-0.447303479029433,-0.106020191172073,1.99944686657789,1.87203723132731,0.248548348264805,1.71648275295365,0.712311995972463,2.59350392942902,-0.484278205441317,0.149890973524309,-0.187050865911721,-0.662365448381313,-0.607718381396016,-0.638098830930371,1.75499178985875,1.28168379168782,1.76645916761084,1.275856201712
TS-503,-0.887782774579214,-0.800659976466974,-0.652493045115976,-0.455571399850715,-1.21228491979488,-0.668361529740745,-0.242727292359388,-0.382262850943922,-0.778954017279914,-0.323752966405206,-0.471211248551547,-0.657033005431707,-0.093785992042707,-0.435227693164186,0.663657052472188,0.114410273203597,-0.474873519916283,-0.590898497926808,-0.236697236745915,-0.059370917703925,-0.230824051772961,-0.157941529013919,-0.156656347190293,-0.368746927864501,-0.694310461408193,-0.329570721375623,-0.309795505487429,0.07314121706681,0.46322851188446,0.067832560465613,0.16062305791138,0.159965904782777,0.963074763708268,0.694304679902894,0.278350140426372,-0.834761443096798,-0.026268980630694,-0.561798602581318,-0.396451344063983,0.097206997859102,-0.27867613966377,0.161699931355057,0.906483608480126,0.046613396586426,0.124695955553116,-0.02090510808027,0.549455331993322,1.00611020267104,-0.106155755421718,0.75420170548367,-0.532296178652554,0.537764386300525,0.391370674819168,0.458290917500021,-0.340496807128305,-0.487294393082175,-0.490433993289562,-0.437465746780592,-0.272053136867539,-0.095689771789965,-0.509849156515256,0.181375181434102,0.015971579438112,0.214890094697557,-0.480621369826171,-0.150101358534196,-0.464004488634752,0.62983497503317,-0.245394310956535,-0.683934255664437,-0.571693509229561,-0.809302369607033,0.084700021431439
TS-504,0.47989392425539,0.907279444719849,0.222066041655629,0.54211795667131,1.04649553677903,0.404235008525832,-0.169944909745269,1.45783626870521,0.269926874727942,0.662048583000539,-0.198594521903752,-0.517641449897826,0.267300166798854,-0.146394850605323,0.125914244439085,0.152405381218058,0.144867249971976,0.119659528641049,-0.351227064009033,-0.226098668899842,-0.009489877628373,-0.733224532688872,-0.747224031522876,-0.368211079447529,-0.911571457806503,-0.330814206442486,-0.039064806169541,0.527801379527546,-0.089980579941834,0.204137006778495,0.777964644753143,-0.044802249593557,-0.199619097299848,0.458768795428395,-0.098666069687894,-0.198145273179389,-0.261215949467683,-0.303670784482309,-0.366688878057541,0.463521749352874,-0.05483776957059,0.028810468765016,0.143983795019071,-0.069647746853475,0.390209247283559,-0.030905405783234,-0.518956520176827,0.103230964290139,-0.050775590488346,-0.06153711299728,0.052053672797192,-0.063196568041878,0.478301629413433,0.202672628074376,-0.569343060081683,0.293202388996492,0.015263488781643,0.277953253836188,0.218522542246601,-0.261461113026474,-0.584199360449567,-0.144790735853919,0.195192148506627,0.699249661665667,-0.515340922082522,-0.081256743811994,-0.395287323833362,-0.408350972259331,0.348583106803209,0.132051196075329,0.025803828199568,0.578758351489558,0.027820054024039
TS-506,1.45549626311221,2.42441337620666,-0.754732826689371,0.358930345658615,1.45681830362593,3.06685971369513,-0.298238195775479,-0.609668737064277,2.83400161547475,3.01910482410522,0.01045561596613,0.631183479838225,0.744487083766673,1.01477966660267,1.49391057506321,1.30995998128152,2.32513446041215,2.95687419803184,-0.708161967222081,-0.387185665538386,1.65050953256527,-0.469425934652132,-0.906821498552328,-0.492179444639323,-1.3504735424855,-0.314692219590703,0.145024467590878,-0.659385240377697,0.928520808748412,1.12161801169419,0.56848259549699,1.4787765092446,1.5554191399169,2.94914573332608,-0.398731442451772,0.261077242361722,-0.619918958109825,0.04804238739993,1.32851979447217,2.99417760933187,-0.695924990395188,0.380819025469854,3.40872014441974,0.974436325826473,0.865662420620895,1.0833503799262,-0.121653195817878,2.69114327703292,0.384519709886046,0.096652830628366,0.886148243730987,1.55323796510592,2.01223013568031,3.80648604049341,-0.676327558529232,0.3275479115629,-0.063924938059105,-0.039035753954992,2.09859753654436,0.230858111397352,0.64388198950711,0.592462802758239,1.65696807842398,0.65492992554332,-0.245800100505438,0.439992831745717,-0.679046405046688,-0.699404772034993,0.290505735549657,4.29168207314095,2.82325974532309,3.95911505212833,1.73631870688167
TS-507,-0.408720444165541,-0.737217726425248,-0.817693443371582,-1.16926945414349,-0.812918698546575,-0.425814695297808,-0.255004325967722,-0.187006558341089,-0.64805558836232,-0.124346452623529,-0.577706830572775,-0.787947126045308,-0.617190147783973,-0.393604686691993,0.915492634228971,-0.219003404904513,-0.340864642872787,-0.536807793256466,0.231796021704214,-0.438099354132048,-0.614087174958321,-0.747019904530575,-0.362210917296014,-0.42480831116512,0.306455657644202,-0.264118301991051,-0.266476264424992,0.065245635760141,0.069468346273577,1.29868256907452,-0.364608872774608,-0.240361513163759,0.155073252813827,-0.317158424360816,0.904268848825043,-0.836483647251231,-0.057365709408876,-0.095028050061993,-0.47777190879234,-0.661517036569139,0.415771385775737,-0.228321540954518,-0.473065830239416,-0.375247604339328,0.497676393599941,0.164687186662314,0.809885036960757,0.00635898100659,-0.26302315886018,0.124313145565771,-0.354352812578371,-0.80735085626356,0.00522055567704,-0.590214955211345,-0.357786183856849,0.295825433647373,-0.138442116278122,-0.3463729267631,-0.607182751167554,-0.108886256245332,-0.462720990658937,-0.11984238205069,0.824831041703094,-0.236231952202361,-0.436440677783583,-0.51725658985161,0.605215120942441,1.1628775531904,-0.376148488094397,-0.77552061148187,-0.632379813347371,-0.826817813313468,-0.350383962712147
TS-508,3.29917063752739,2.22392163832679,1.23490542719882,0.786425219219253,2.14849523736693,3.29323675839905,1.13416661963584,-1.03660022937017,2.52704517740503,2.47322165165719,0.387139881621416,3.42168932130167,0.025271378632866,2.25722581787407,1.44753090776,0.229446835256692,1.8930209533406,2.74925742747869,-0.694231558493843,-0.239708125704583,3.68435768676111,0.70447870792757,0.51071741973338,-0.909446753038884,0.312224082811579,9.26336522163444,0.526959745284818,1.32278675016582,0.126736505261191,2.73950660517104,-0.146525419382095,2.35049776251174,2.11474440607215,0.81929688303064,0.122701403735622,4.06598452659087,0.219003355172719,0.26413526862322,10.3896261202111,2.53603920639448,-1.29814633179113,1.01801289012152,-0.060466786438677,-0.187578255005589,1.02000522766155,4.03072152829606,-0.830440186005054,1.25147212052207,1.87472573264526,-0.745262733912532,0.366123471926106,-0.311508451837293,-0.887227205045212,-0.55578215064819,-0.835052775820853,-0.741911489136511,0.58528762940582,3.25207688325049,3.24749693648094,1.75360982404752,-0.775454978968581,2.42605157416542,8.28008085795742,-0.444510904746356,9.92142542637698,0.145466640183312,-0.964566690450014,-1.27760830058603,0.619354901146186,2.17985088228025,-0.423576027220343,0.714301436192854,2.14699163087296
TS-509,-0.105721034442712,0.957859330711079,-1.63975372020767,0.002459224352776,0.698141149125157,-0.878568785675844,0.102996560461552,-0.460242715048594,-0.273259168349465,-0.165356086897974,-0.739248347841313,-0.053488764582228,-0.410883153480056,-0.57428924287824,-0.338178692391707,-0.811742794250255,-0.457307616720323,0.118055722762179,0.465068943979112,-0.143271489454836,0.629266836397495,2.72598318831138,1.18574445809777,4.30536004036832,-0.236312817666206,0.539399505497484,0.090921597370148,-0.623164934172231,-0.115566592843618,-1.1843965402487,-0.413467022370088,0.165324437246046,-0.341589444410076,-0.598445642630055,-0.064612657425171,0.957818691389463,-1.20403480826273,0.5048738338625,-0.158027433837182,-0.040327395727271,0.745915323594841,-0.615017001429808,0.695875995280816,0.426033770566242,0.714057612571623,0.170759741295232,1.70908859371059,-0.239257137257408,-0.110431566204702,-0.355594344039843,-0.274317552700898,0.814987757385285,0.832562560418566,0.66622971183318,3.03896395699683,0.867056807176175,-0.371134277042504,0.097919333118207,-0.371506988847528,0.248161785081356,-0.29587600855067,0.69854848449208,-0.280967421100361,-0.276230519455451,1.13350810842035,-0.548575208190333,0.545794292991221,0.211404899851043,-0.314727048266312,0.272055227563001,0.199459908763569,-0.133442070826394,0.095762029938243
TS-510,-1.32970170083719,-1.90889970697871,0.277722110598281,-1.07732831497119,-0.94561680857327,-0.361135540222508,0.21249554704423,2.15257802800354,-1.24038498620505,-0.840670395791186,-0.217355345280501,-0.801612206247725,-0.608134678636355,-0.42687598398576,-0.79984096098776,0.318970040519698,-0.304979195559258,-0.977477019212734,-0.397671989792235,0.403517103069122,-0.167049908143482,-0.375765579178111,0.100141613534492,0.512833488784748,1.35029633246756,-0.355854957060204,-0.693899638331447,-0.358954876341178,-0.393622476617745,0.715990980378278,0.353385020848401,-0.988775576011295,-0.110588211785691,0.064257825241751,-0.429683742259752,-0.51094913979854,0.745577247123253,0.087841555975926,-0.443640104408839,-0.45613760656819,2.23646725388645,0.210165729220112,-0.558454640709025,1.86503211217061,0.210567944613278,-1.1946070278123,1.66711319579232,-0.174213975401515,-0.276305032157743,0.030656984689137,-0.250731595682232,1.616506601155,0.797348223483605,-0.557454290178168,-0.084095594151985,-0.293292592142071,-0.142563081761089,-0.087980875225693,-0.375034976372821,-0.257567803816346,-0.519802253561214,-1.09790712880722,0.656924015032023,-0.552177292794076,-0.439100510967619,4.67493227617838,0.225917680241387,0.319569100478215,-0.634430094299463,-0.806960443660521,-0.150994452000206,-0.606001281972515,0.189980344746744
TS-511,-0.53539816348469,-1.60437455841202,1.02628649037916,-0.953189248325739,-0.358416102567173,0.285656017321802,1.83222690467379,-0.460242715048594,-0.334602127590713,0.227426057389813,-0.355507996170994,-0.806903157149004,-0.750910860679024,-0.751887206888219,-0.578953632129837,0.443761470140162,-0.316450641983409,-0.716039513035321,2.84975914559929,0.12449579475107,-0.778571752946683,-0.2476150993296,-0.401347180357258,0.929133493077745,0.106278290888337,-0.360177615986411,-0.577000716217496,0.383037595532956,-0.121087095254296,0.898805131211968,-0.417697435920457,-0.900248996544274,-0.532952550390539,-0.947338244663657,-0.154421124488326,-0.433352743086355,1.06511554252765,-0.548292219670475,-0.498035405481755,-0.762158074287173,1.88709647526813,0.494659313413373,-0.400690068660406,0.787578178511815,0.952142065883954,-0.701981991064644,2.13845596179925,-0.441413637490972,-0.043269878890438,-0.294237362025408,-0.386042562257544,0.315902881213306,0.634674451042122,-0.548825806812516,0.682995109263611,-0.019133367842882,-0.385156326931188,-0.215763895091466,-0.615440673245288,-0.256530540649451,-0.457847672011424,-0.803388824528994,-0.509905850407515,-0.390000409352779,-0.445211155540287,4.74958129283409,-0.141281521707802,0.536538453368893,-0.457511518821039,-0.64734546972628,-0.018755051150372,-0.39625528015693,0.123196186123566
